Taxon	Level	Annot	Sample_type	F6_her	F6_abund	F6_pnull	F7_her	F7_abund	F7_pnull
Otu15843	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.1357	0.015	51.03	0.0604	0.048	24.33
Otu15845	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0	0.003	76.03	0.1742	0.022	47.25
Otu15846	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	D25	NA	NA	NA	0	0.007	77.59
Otu15848	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0	0.003	71.23	0.1061	0.04	27.63
Otu15850	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D25	0	0.003	75.31	0.0253	0.004	74.57
Otu15850	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D120	0	0.017	20	0	0.012	33.09
Otu15850	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	D240	0.0748	0.01	32.7	0	0.013	19.59
Otu15850	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	CC	0	0.006	40.75	0.1175	0.004	58.71
Otu15854	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	D25	NA	NA	NA	0	0.339	62.5
Otu15856	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D240	0.1736	0.003	71.88	0	0.003	70.79
Otu15857	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0	0.007	52.84	0	0.005	58.52
Otu15857	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.018	28.75	0.0778	0.009	43.99
Otu15857	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.031	25	0.0592	0.017	40.19
Otu15858	OTUs	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis	D120	0	0.002	71.37	0.0539	0.002	75.8
Otu15858	OTUs	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis	D240	0.0291	0.002	77.73	0.0029	0.001	78.35
Otu15859	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	CC	0.0791	0.014	52.05	0.0672	0.008	73.47
Otu15859	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	IC	0	0.134	21.18	0	0.163	29.66
Otu1586	OTUs	Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter_succinogenes	D240	NA	NA	NA	0.0623	0.002	76.29
Otu15860	OTUs	Firmicutes;Clostridia;Clostridiales	D25	NA	NA	NA	0.3645	0.009	69.83
Otu15860	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0	0.002	78.95	0	0.006	70.62
Otu15860	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0.0404	0.004	63.82	0	0.002	68.21
Otu15860	OTUs	Firmicutes;Clostridia;Clostridiales	CC	NA	NA	NA	0.157	0.003	75.04
Otu15861	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1318	0.008	60.63	0	0.006	50.37
Otu15861	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.015	30.96	0	0.028	20.79
Otu15861	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.0601	0.017	34.59	0.1042	0.013	45.68
Otu15862	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0	0.004	61.47	0	0.003	66.67
Otu15862	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.009	33.81	0.0496	0.006	44.5
Otu15862	OTUs	Firmicutes;Clostridia;Clostridiales	CC	0.0524	0.004	60.96	0.0016	0.003	72.21
Otu15863	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.009	22.74	0.0838	0.011	24.69
Otu15863	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.027	0.011	21.64	0.0298	0.009	28.35
Otu15863	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0	0.014	17.47	0.1055	0.014	24.02
Otu15864	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.015	69.14	0.1613	0.016	66.38
Otu15864	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.0613	0.041	8	0.1102	0.047	9.88
Otu15864	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0367	0.022	14.53	0.0923	0.015	24.91
Otu15864	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0.048	0.037	10.27	0.0482	0.016	26.37
Otu15865	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	D240	0.0045	0.017	54.34	NA	NA	NA
Otu15866	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1504	0.064	24.63	0.0435	0.024	44.2
Otu15866	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.024	31.44	0.0516	0.02	37.63
Otu15866	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.0288	0.003	72.6	NA	NA	NA
Otu15866	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	IC	0.1069	0.002	79.17	NA	NA	NA
Otu15867	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D25	0.1954	0.023	60.49	0.0516	0.009	68.53
Otu15867	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0	0.057	0.63	0.0019	0.035	10.37
Otu15867	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0476	0.057	0.79	0	0.045	0.69
Otu15867	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.1817	0.073	0	0.0092	0.054	5.18
Otu15867	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	IC	0.012	0.005	73.96	NA	NA	NA
Otu15868	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_flavefaciens	D25	NA	NA	NA	0	0.02	62.93
Otu15868	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_flavefaciens	D120	0.2325	0.202	16	0	0.234	10.86
Otu15868	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_flavefaciens	D240	0.2136	0.103	33.33	0.2861	0.135	34.71
Otu15869	OTUs	Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae	D120	0.1739	0.097	13.05	0	0.068	20.25
Otu15869	OTUs	Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae	D240	0.0787	0.061	7.9	0.0421	0.073	8.08
Otu15869	OTUs	Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae	CC	0	0.058	17.12	0.0976	0.036	25.9
Otu15870	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D25	0.2063	0.003	77.78	0	0.005	78.02
Otu15870	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D120	0.0299	0.085	9.68	0.1516	0.071	8.64
Otu15870	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D240	0.1944	0.095	6	0.2029	0.059	11.34
Otu15870	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	CC	0.1328	0.054	7.19	0.1479	0.015	39.72
Otu15870	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	IC	0.1154	0.003	72.92	NA	NA	NA
Otu15871	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae	IC	0.0227	0.011	78.82	NA	NA	NA
Otu15872	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0	0.03	22.95	0.0424	0.015	40
Otu15872	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.044	12.16	0.0511	0.034	18.21
Otu15872	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.0501	0.052	22.6	0.1028	0.025	55.73
Otu15872	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	IC	0	0.01	67.36	NA	NA	NA
Otu15873	OTUs	Proteobacteria;Alphaproteobacteria	D120	NA	NA	NA	0.055	0.004	78.27
Otu15873	OTUs	Proteobacteria;Alphaproteobacteria	D240	0	0.006	68.09	0	0.006	67.01
Otu15877	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0122	0.002	76.21	0.0401	0.003	73.33
Otu15877	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0.0531	0.005	61.77	0.0048	0.011	34.02
Otu15877	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.0525	0.006	59.93	0.0325	0.021	33.12
Otu15878	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	CC	NA	NA	NA	0	0.009	48.98
Otu15879	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	NA	NA	NA	0.0441	0.012	66.09
Otu15880	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	D25	NA	NA	NA	0	0.011	72.41
Otu15883	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.0527	0.004	66.95	0	0.008	39.51
Otu15883	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0324	0.006	50.87	0.1573	0.006	52.06
Otu15884	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.0012	0.006	74.88
Otu15885	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	0	0.004	73.29	0.072	0.025	40.03
Otu15886	OTUs	Cyanobacteria;4C0d-2;YS2	D120	0.1019	0.008	77.89	NA	NA	NA
Otu15886	OTUs	Cyanobacteria;4C0d-2;YS2	D240	0.0977	0.009	66.67	0.0668	0.037	54.47
Otu15886	OTUs	Cyanobacteria;4C0d-2;YS2	CC	0.0227	0.014	71.58	NA	NA	NA
Otu15889	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	D25	NA	NA	NA	0	0.006	71.55
Otu15893	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	NA	NA	NA	0.0019	0.007	63.58
Otu15895	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	0	0.002	79.45	0.0381	0.013	48.67
Otu15896	OTUs	Proteobacteria;Alphaproteobacteria;RF32	D240	0.0294	0.015	40.13	0.1368	0.014	46.56
Otu15896	OTUs	Proteobacteria;Alphaproteobacteria;RF32	CC	0.0927	0.018	51.71	0.0011	0.006	72.21
Otu159	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D120	0.0578	0.013	76.42	0.1692	0.015	72.59
Otu159	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D240	0.0219	0.009	67.14	NA	NA	NA
Otu15904	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0195	0.005	59.79	0.0061	0.014	40.74
Otu15904	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0	0.008	47.24	0.0611	0.025	21.31
Otu15904	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.1483	0.004	68.29
Otu15905	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.023	0.004	56.63	0.1681	0.004	60.74
Otu15905	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0509	0.005	53.87	0.0368	0.003	61.86
Otu15905	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.004	56.85	0.0674	0.002	73.63
Otu15906	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.004	68	0	0.004	65.93
Otu15907	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.0423	0.003	60.42	0	0.002	72.84
Otu15907	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0087	0.004	54.19	0	0.002	68.38
Otu15909	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.0627	0.042	42.11	0.0886	0.027	51.85
Otu15909	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0174	0.054	29.86	0.0393	0.09	21.82
Otu15909	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.017	36.64	0.06	0.024	40.97
Otu15909	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	IC	0.0239	0.004	75	0	0.003	76.23
Otu15910	OTUs	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_neonatale	D120	0.0367	0.017	44.84	0	0.004	69.38
Otu15910	OTUs	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_neonatale	D240	0	0.003	72.67	0	0.003	67.7
Otu15910	OTUs	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium_neonatale	IC	0	0.002	79.86	NA	NA	NA
Otu15911	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1295	0.005	44.21	0.0286	0.004	50.62
Otu15911	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.006	40.76	0	0.006	36.94
Otu15911	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.003	63.36	0.034	0.002	75.2
Otu15912	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.0086	0.018	46.78
Otu15914	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D25	NA	0.017	59.26	0.1697	0.037	63.36
Otu15914	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1915	0.265	9.05	0.0489	0.298	4.94
Otu15914	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.1751	0.296	3.16	0.1748	0.299	8.42
Otu15914	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.1844	0.059	26.37	0	0.077	18.21
Otu15914	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	IC	0.0456	0.002	77.43	NA	NA	NA
Otu15915	OTUs	Firmicutes;Clostridia;Clostridiales	D120	0	0.002	71.58	0.0788	0.003	71.36
Otu15915	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.002	68.25	0	0.003	64.78
Otu15916	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0	0.012	46.91	0	0.048	37.93
Otu15917	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D120	0	0.014	25.47	0	0.019	19.26
Otu15917	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D240	0.0017	0.015	23.54	0.0653	0.011	30.93
Otu15917	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	CC	0.1505	0.022	19.52	0.0559	0.011	39.56
Otu15918	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	D25	0	0.003	71.6	0.3281	0.03	73.71
Otu15918	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	D120	0.0109	0.077	4	0	0.07	3.7
Otu15918	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	D240	0.0616	0.03	6.32	0.0976	0.024	18.56
Otu15918	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	CC	0.034	0.033	10.27	0.0408	0.017	35.32
Otu15918	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	IC	0	0.011	73.96	NA	NA	NA
Otu15919	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0	0.005	70.77	0	0.011	45.7
Otu15919	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.008	68.15	0.0827	0.003	79.43
Otu15920	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D25	0.4803	0.092	28.4	0.1226	0.079	16.81
Otu15920	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1534	0.004	77.47	0.0981	0.005	67.16
Otu15920	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.1457	0.007	56.87	0.2195	0.004	79.55
Otu15921	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D120	0	0.004	75.16	NA	NA	NA
Otu15921	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D240	0.114	0.004	66.35	0.0234	0.005	58.25
Otu15922	OTUs	Proteobacteria;Alphaproteobacteria;RF32	D120	0.1429	0.01	56	0.095	0.013	51.36
Otu15922	OTUs	Proteobacteria;Alphaproteobacteria;RF32	D240	0.0586	0.012	48.18	0.0072	0.01	44.33
Otu15922	OTUs	Proteobacteria;Alphaproteobacteria;RF32	CC	0.0769	0.026	50.68	0.0763	0.013	57.3
Otu15923	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	D240	0	0.023	52.76	NA	NA	NA
Otu15924	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	NA	NA	NA	0	0.005	56.53
Otu15924	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.3062	0.01	62.67	0.0243	0.035	25.75
Otu15925	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	NA	NA	NA	0	0.006	55.06
Otu15925	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	NA	NA	NA	0.0011	0.001	77.15
Otu15927	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D120	0.1387	0.062	13.26	0.0185	0.075	19.75
Otu15927	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	D240	0.0803	0.072	18.64	0.2213	0.047	24.23
Otu15927	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus	CC	0.088	0.01	44.18	NA	NA	NA
Otu15928	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D25	0	0.011	61.73	0	0.015	55.6
Otu15928	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D120	0.0976	0.014	28.84	0	0.018	20
Otu15928	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D240	0.0674	0.015	29.07	0.0635	0.012	35.05
Otu15928	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	CC	0.0798	0.02	22.26	0.1272	0.006	56.99
Otu1593	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0892	0.005	70.62	0.1849	0.005	67.53
Otu1593	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0	0.005	79.79	NA	NA	NA
Otu15930	OTUs	Firmicutes;Clostridia;Clostridiales	D240	0	0.005	51.03	0.0041	0.004	57.22
Otu15930	OTUs	Firmicutes;Clostridia;Clostridiales	CC	0.0096	0.005	46.92	0.0512	0.002	76.3
Otu15931	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.1079	0.008	70.74	0	0.004	70.37
Otu15931	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0527	0.023	33.81	0.1025	0.012	45.02
Otu15931	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.1794	0.031	31.51	0.3155	0.015	52.75
Otu15932	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0	0.002	64.21	0.0372	0.004	79.26
Otu15932	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0	0.002	76.15	NA	NA	NA
Otu15932	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0.062	0.006	46.92	0.0432	0.005	55.89
Otu15933	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D25	0.5454	0.015	71.6	0	0.007	77.16
Otu15933	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.0542	0.059	5.47	0.0662	0.048	7.65
Otu15933	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.048	0.056	6.48	0.1559	0.072	4.98
Otu15933	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0.142	0.052	15.41	0	0.045	30.77
Otu15934	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D120	0.1515	0.004	59.16	0	0.004	64.44
Otu15934	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	D240	0.0624	0.009	37.28	0.1063	0.011	40.03
Otu15934	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	CC	0.208	0.009	42.81	0.2008	0.011	42.23
Otu15937	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0108	0.004	69.05	0	0.008	53.58
Otu15937	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0.0312	0.006	54.03	0.2334	0.013	34.88
Otu15937	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.026	0.011	54.11	0.1165	0.062	16.01
Otu15941	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.0094	0.002	78.42	0.0236	0.01	57.14
Otu15942	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	D120	0.0035	0.005	62.11	NA	NA	NA
Otu15942	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	0.1103	0.021	32.88	0.0677	0.055	22.45
Otu15943	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	NA	NA	NA	0.0564	0.011	58.4
Otu15944	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	CC	NA	NA	NA	0.0194	0.011	44.27
Otu15945	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0067	0.002	77.05	0.1119	0.004	70.86
Otu15945	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0	0.004	63.98	0.0586	0.013	35.91
Otu15945	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.0321	0.01	50.34	0.0381	0.031	27.32
Otu15948	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	NA	NA	NA	0.1515	0.004	78.88
Otu15949	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	CC	NA	NA	NA	0.0638	0.003	79.59
Otu15956	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	D25	NA	NA	NA	0.0875	0.003	75.86
Otu15956	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	D120	NA	NA	NA	0	0.001	77.78
Otu15957	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	D120	NA	NA	NA	0.0258	0.003	71.85
Otu15961	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D25	0.2633	0.007	75.31	NA	NA	NA
Otu15961	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D120	0.0458	0.054	5.47	0.0043	0.036	14.07
Otu15961	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	D240	0.0193	0.061	3.79	0.0433	0.048	13.06
Otu15961	OTUs	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	CC	0.0646	0.012	40.41	0.0148	0.003	72.37
Otu15962	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.0765	0.004	69.52	0.0629	0.016	46.47
Otu15965	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	NA	NA	NA	0.0492	0.009	49.61
Otu1597	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium	D25	0	0.003	72.84	0.112	0.009	49.57
Otu15970	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	D120	NA	NA	NA	0.0487	0.002	79.26
Otu15970	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	NA	NA	NA	0	0.002	79.12
Otu15972	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D120	0.1191	0.014	52.21	0.1334	0.017	41.73
Otu15972	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	D240	0.0414	0.025	21.8	0.0423	0.021	23.02
Otu15972	OTUs	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	CC	0	0.023	28.08	0.1055	0.011	44.27
Otu15973	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	D240	0.0403	0.004	63.35	0.1597	0.01	44.85
Otu15975	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0	0.002	77.68	0.0451	0.004	62.47
Otu15975	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0	0.004	59.24	0.0513	0.008	42.61
Otu15975	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0	0.003	73.29	0.008	0.008	54
Otu15978	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	D25	NA	NA	NA	0	0.005	71.12
Otu15981	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	CC	NA	NA	NA	0.0503	0.002	79.75
Otu15982	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.1168	0.01	59.5
Otu15985	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0	0.002	76.84	0.0267	0.006	60.25
Otu15985	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0685	0.003	67.93	0.1254	0.005	64.78
Otu15985	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0	0.003	74.66	0.0325	0.006	73.63
Otu15987	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.0952	0.004	72.53
Otu15991	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	NA	NA	NA	0.0186	0.004	71.9
Otu15992	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	NA	NA	NA	0	0.009	66.38
Otu15992	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	NA	NA	NA	0	0.004	65.43
Otu15994	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	CC	NA	NA	NA	0.0289	0.005	64.52
Otu15995	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	D25	NA	NA	NA	0.1732	0.005	73.71
