id	F6-p	F7-p	annotation	group	method	shape
Otu26249	0.3714	0.3937	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu28494	0.3716	0.1349	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes"	grey	h1-q	Binary_Quantitative
Otu7123	0.3717	0.8962	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Butyricicoccus_pullicaecorum"	grey	h1-q	Binary_Quantitative
Otu10659	0.372	0.5013	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu10179	0.3723	0.9733	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu15886	0.3726	0.4861	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu17003	0.3727	0.5595	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h1-q	Binary_Quantitative
Otu8146	0.3731	0.4634	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu3695	0.3735	0.8311	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia"	grey	h1-q	Binary_Quantitative
Otu5405	0.3736	0.4529	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41"	grey	h1-q	Binary_Quantitative
Otu7125	0.3737	0.3288	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu17715	0.3741	0.4936	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu14236	0.3743	0.6286	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu30360	0.3743	0.2544	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu917	0.3747	0.1449	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu22610	0.375	0.5699	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu12	0.3752	0.9257	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h1-q	Binary_Quantitative
Otu22044	0.3753	0.1412	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu31260	0.3757	0.705	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium"	grey	h1-q	Binary_Quantitative
Otu3194	0.3759	0.8505	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h1-q	Binary_Quantitative
Otu14359	0.3765	0.1172	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu30436	0.3767	0.1577	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu7389	0.3767	0.2155	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu18366	0.3771	0.6607	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu3143	0.3774	0.7071	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella"	grey	h1-q	Binary_Quantitative
Otu994	0.3774	0.613	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu9203	0.3775	0.9066	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu15702	0.3779	0.8797	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu209	0.378	0.4145	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter_pulmonis"	grey	h1-q	Binary_Quantitative
Otu9549	0.3783	0.2261	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h1-q	Binary_Quantitative
Otu17078	0.3787	0.1609	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu26258	0.3788	0.2736	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu4153	0.3788	0.3118	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu17525	0.3791	0.1775	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu1183	0.3795	0.8986	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu15798	0.3796	0.3482	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu7442	0.3797	0.7548	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu15005	0.38	0.05853	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu25079	0.38	0.4971	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium"	grey	h1-q	Binary_Quantitative
Otu30738	0.38	0.5347	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu8059	0.3801	0.3657	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu23572	0.3802	0.1916	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu13471	0.3808	0.2888	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu29154	0.3808	0.5234	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu789	0.381	0.7001	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu10453	0.3814	0.4282	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu761	0.3817	0.6189	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium"	grey	h1-q	Binary_Quantitative
Otu24300	0.3818	0.4544	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu31371	0.3818	0.1575	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu31379	0.3819	0.1365	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu7752	0.382	0.5605	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu7860	0.3826	0.5479	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h1-q	Binary_Quantitative
Otu7750	0.383	0.1834	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu31656	0.3831	0.8789	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h1-q	Binary_Quantitative
Otu953	0.3834	0.6109	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu8757	0.3837	0.776	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu21451	0.3843	0.9285	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu9055	0.3849	0.1876	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu9507	0.3849	0.2278	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h1-q	Binary_Quantitative
Otu7365	0.3855	0.8116	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu16212	0.3861	0.2267	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5"	grey	h1-q	Binary_Quantitative
Otu739	0.3862	0.5741	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu1256	0.3864	0.8486	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu9074	0.3866	0.6556	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu196	0.387	0.4922	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h1-q	Binary_Quantitative
Otu21633	0.3875	0.9027	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu798	0.3882	0.7584	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu220	0.3886	0.8011	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas"	grey	h1-q	Binary_Quantitative
Otu777	0.3887	0.3955	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu6912	0.3888	0.7078	"Bacteria;Firmicutes;Clostridia;Clostridiales;Dehalobacteriaceae;Dehalobacterium"	grey	h1-q	Binary_Quantitative
Otu13174	0.3893	0.2461	Bacteria	grey	h1-q	Binary_Quantitative
Otu28697	0.3894	0.1724	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu3144	0.3895	0.6241	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae"	grey	h1-q	Binary_Quantitative
Otu4	0.3895	0.1138	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu958	0.3897	0.6501	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Paraprevotella"	grey	h1-q	Binary_Quantitative
Otu28688	0.3898	0.2265	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h1-q	Binary_Quantitative
Otu54	0.3917	0.04684	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae"	grey	h1-q	Binary_Quantitative
Otu20634	0.3918	0.0351	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h1-q	Binary_Quantitative
Otu9567	0.3922	0.9828	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu11829	0.3929	0.06676	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu1112	0.3931	0.4702	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu114	0.3931	0.4003	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu9692	0.3936	0.7124	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu1115	0.394	0.7135	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu15712	0.3947	0.538	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae"	grey	h1-q	Binary_Quantitative
Otu24223	0.395	0.9076	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae;Anaerovorax"	grey	h1-q	Binary_Quantitative
Otu377	0.3951	0.7571	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister"	grey	h1-q	Binary_Quantitative
Otu21894	0.3954	0.3599	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu29207	0.3954	0.2201	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia"	grey	h1-q	Binary_Quantitative
Otu22512	0.3964	0.09858	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu668	0.3965	0.102	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu1126	0.3967	0.2544	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h1-q	Binary_Quantitative
Otu4899	0.3977	0.688	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h1-q	Binary_Quantitative
Otu12043	0.3983	0.8489	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu24359	0.3989	0.7168	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu13309	0.3992	0.8672	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h1-q	Binary_Quantitative
Otu662	0.3995	0.2883	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu15707	0.3996	0.4514	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	grey	h1-q	Binary_Quantitative
Otu62	0.4	0.735	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu7855	0.4001	0.9181	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu16238	0.4003	0.2037	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium"	grey	h1-q	Binary_Quantitative
Otu695	0.4004	0.2785	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu9990	0.4004	0.4785	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu2879	0.4007	0.8397	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu10451	0.4011	0.8835	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h1-q	Binary_Quantitative
Otu11536	0.4011	0.4019	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia"	grey	h1-q	Binary_Quantitative
Otu21347	0.4011	0.3738	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu21689	0.4015	0.133	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio"	grey	h1-q	Binary_Quantitative
Otu1759	0.4018	0.6197	"Bacteria;Proteobacteria;Deltaproteobacteria;GMD14H09"	grey	h1-q	Binary_Quantitative
Otu30283	0.4019	0.4032	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h1-q	Binary_Quantitative
Otu11535	0.4024	0.4671	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu3098	0.4028	0.1767	"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae"	grey	h1-q	Binary_Quantitative
Otu28507	0.403	0.3641	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu15866	0.4031	0.4967	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu16270	0.4031	0.9783	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h1-q	Binary_Quantitative
Otu22709	0.4034	0.4286	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu7831	0.4038	0.481	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_bromii"	grey	h1-q	Binary_Quantitative
Otu9710	0.4043	0.3638	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu237	0.4044	0.7271	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h1-q	Binary_Quantitative
Otu9572	0.4046	0.5666	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu107	0.4048	0.9837	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella"	grey	h1-q	Binary_Quantitative
Otu27487	0.4051	0.113	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu19676	0.4052	0.3218	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu11344	0.4055	0.008397	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu13468	0.4055	0.9681	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu31054	0.4056	0.4679	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu2051	0.4057	0.6108	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu9513	0.4061	0.846	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu7229	0.4066	0.2953	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu794	0.4068	0.4711	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu11414	0.407	0.3671	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu16965	0.407	0.438	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu4200	0.4075	0.9739	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae"	grey	h1-q	Binary_Quantitative
Otu16993	0.4076	0.2399	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu10546	0.4077	0.3903	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu12487	0.4079	0.6461	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu6037	0.4079	0.1326	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h1-q	Binary_Quantitative
Otu7394	0.4082	0.7863	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu9238	0.4085	0.746	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h1-q	Binary_Quantitative
Otu16101	0.4086	0.04619	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h1-q	Binary_Quantitative
Otu15771	0.4088	0.1195	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus;Ruminococcus_gnavus"	grey	h1-q	Binary_Quantitative
Otu29843	0.409	0.1552	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia"	grey	h1-q	Binary_Quantitative
Otu9762	0.4092	0.2507	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu7569	0.4093	0.4712	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Butyricicoccus_pullicaecorum"	grey	h1-q	Binary_Quantitative
Otu7836	0.4095	0.6724	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu11998	0.4103	0.2096	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu16356	0.4104	0.7128	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h1-q	Binary_Quantitative
Otu24559	0.4105	0.7549	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu24749	0.4115	0.06247	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu10241	0.4118	0.2707	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu7637	0.4118	0.02803	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium"	grey	h1-q	Binary_Quantitative
Otu1535	0.4122	0.28	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu21627	0.4125	0.7456	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu15720	0.4135	0.726	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu869	0.4135	0.8793	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu23467	0.4137	0.06148	"Bacteria;Synergistetes;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter;Pyramidobacter_piscolens"	grey	h1-q	Binary_Quantitative
Otu31110	0.4141	0.2284	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium"	grey	h1-q	Binary_Quantitative
Otu17043	0.4142	1	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Synergistes"	grey	h1-q	Binary_Quantitative
Otu8411	0.4143	0.2339	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu945	0.4146	0.5008	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu7047	0.4148	0.2594	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu7603	0.4148	0.877	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu8996	0.4153	0.9424	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae"	grey	h1-q	Binary_Quantitative
Otu1573	0.4154	0.4712	"Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter"	grey	h1-q	Binary_Quantitative
Otu7061	0.4154	0.9034	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu1625	0.4157	0.4891	"Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma"	grey	h1-q	Binary_Quantitative
Otu1313	0.4162	0.4175	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h1-q	Binary_Quantitative
Otu15786	0.4167	0.04318	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu12499	0.417	0.9714	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h1-q	Binary_Quantitative
Otu9757	0.4175	0.1656	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu15842	0.4177	0.7455	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu1223	0.4179	0.1036	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h1-q	Binary_Quantitative
Otu8767	0.4179	0.2353	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu8797	0.4184	0.8719	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h1-q	Binary_Quantitative
Otu21495	0.4185	0.4699	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu19671	0.4189	0.211	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h1-q	Binary_Quantitative
Otu28521	0.419	0.4666	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu10102	0.4193	0.8495	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h1-q	Binary_Quantitative
Otu21461	0.4196	0.3	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu30152	0.4197	0.9957	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu7770	0.4203	0.3996	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu9068	0.4205	0.5577	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h1-q	Binary_Quantitative
Otu24187	0.4213	0.7543	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae;Mogibacterium"	grey	h1-q	Binary_Quantitative
Otu10558	0.4215	0.8525	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu17249	0.4221	0.5145	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h1-q	Binary_Quantitative
